paramSetNum,N,g0,g1,kd,ha,hr,fa,fr
878,20,0.5,7,1,10.0,1e-05,0.1,0.001
879,20,0.5,7,1,10.0,1e-05,0.1,0.1
880,20,0.5,7,1,10.0,1e-05,0.1,1.0
881,20,0.5,7,1,10.0,1e-05,0.1,10.0
882,20,0.5,7,1,10.0,1e-05,0.1,1000.0
883,20,0.5,7,1,10.0,1e-05,1.0,1e-05
884,20,0.5,7,1,10.0,1e-05,1.0,0.001
885,20,0.5,7,1,10.0,1e-05,1.0,0.1
886,20,0.5,7,1,10.0,1e-05,1.0,1.0
887,20,0.5,7,1,10.0,1e-05,1.0,10.0
888,20,0.5,7,1,10.0,1e-05,1.0,1000.0
889,20,0.5,7,1,10.0,1e-05,10.0,1e-05
890,20,0.5,7,1,10.0,1e-05,10.0,0.001
891,20,0.5,7,1,10.0,1e-05,10.0,0.1
892,20,0.5,7,1,10.0,1e-05,10.0,1.0
893,20,0.5,7,1,10.0,1e-05,10.0,10.0
894,20,0.5,7,1,10.0,1e-05,10.0,1000.0
895,20,0.5,7,1,10.0,1e-05,1000.0,1e-05
896,20,0.5,7,1,10.0,1e-05,1000.0,0.001
897,20,0.5,7,1,10.0,1e-05,1000.0,0.1
898,20,0.5,7,1,10.0,1e-05,1000.0,1.0
899,20,0.5,7,1,10.0,1e-05,1000.0,10.0
900,20,0.5,7,1,10.0,1e-05,1000.0,1000.0
901,20,0.5,7,1,10.0,0.001,1e-05,1e-05
902,20,0.5,7,1,10.0,0.001,1e-05,0.001
903,20,0.5,7,1,10.0,0.001,1e-05,0.1
904,20,0.5,7,1,10.0,0.001,1e-05,1.0
905,20,0.5,7,1,10.0,0.001,1e-05,10.0
906,20,0.5,7,1,10.0,0.001,1e-05,1000.0
907,20,0.5,7,1,10.0,0.001,0.001,1e-05
908,20,0.5,7,1,10.0,0.001,0.001,0.001
909,20,0.5,7,1,10.0,0.001,0.001,0.1
910,20,0.5,7,1,10.0,0.001,0.001,1.0
911,20,0.5,7,1,10.0,0.001,0.001,10.0
912,20,0.5,7,1,10.0,0.001,0.001,1000.0
913,20,0.5,7,1,10.0,0.001,0.1,1e-05
914,20,0.5,7,1,10.0,0.001,0.1,0.001
915,20,0.5,7,1,10.0,0.001,0.1,0.1
916,20,0.5,7,1,10.0,0.001,0.1,1.0
917,20,0.5,7,1,10.0,0.001,0.1,10.0
918,20,0.5,7,1,10.0,0.001,0.1,1000.0
919,20,0.5,7,1,10.0,0.001,1.0,1e-05
920,20,0.5,7,1,10.0,0.001,1.0,0.001
921,20,0.5,7,1,10.0,0.001,1.0,0.1
922,20,0.5,7,1,10.0,0.001,1.0,1.0
923,20,0.5,7,1,10.0,0.001,1.0,10.0
924,20,0.5,7,1,10.0,0.001,1.0,1000.0
925,20,0.5,7,1,10.0,0.001,10.0,1e-05
926,20,0.5,7,1,10.0,0.001,10.0,0.001
927,20,0.5,7,1,10.0,0.001,10.0,0.1
928,20,0.5,7,1,10.0,0.001,10.0,1.0
929,20,0.5,7,1,10.0,0.001,10.0,10.0
930,20,0.5,7,1,10.0,0.001,10.0,1000.0
931,20,0.5,7,1,10.0,0.001,1000.0,1e-05
932,20,0.5,7,1,10.0,0.001,1000.0,0.001
933,20,0.5,7,1,10.0,0.001,1000.0,0.1
934,20,0.5,7,1,10.0,0.001,1000.0,1.0
935,20,0.5,7,1,10.0,0.001,1000.0,10.0
936,20,0.5,7,1,10.0,0.001,1000.0,1000.0
937,20,0.5,7,1,10.0,0.1,1e-05,1e-05
938,20,0.5,7,1,10.0,0.1,1e-05,0.001
939,20,0.5,7,1,10.0,0.1,1e-05,0.1
940,20,0.5,7,1,10.0,0.1,1e-05,1.0
941,20,0.5,7,1,10.0,0.1,1e-05,10.0
942,20,0.5,7,1,10.0,0.1,1e-05,1000.0
943,20,0.5,7,1,10.0,0.1,0.001,1e-05
944,20,0.5,7,1,10.0,0.1,0.001,0.001
945,20,0.5,7,1,10.0,0.1,0.001,0.1
946,20,0.5,7,1,10.0,0.1,0.001,1.0
947,20,0.5,7,1,10.0,0.1,0.001,10.0
948,20,0.5,7,1,10.0,0.1,0.001,1000.0
949,20,0.5,7,1,10.0,0.1,0.1,1e-05
950,20,0.5,7,1,10.0,0.1,0.1,0.001
951,20,0.5,7,1,10.0,0.1,0.1,0.1
952,20,0.5,7,1,10.0,0.1,0.1,1.0
953,20,0.5,7,1,10.0,0.1,0.1,10.0
954,20,0.5,7,1,10.0,0.1,0.1,1000.0
955,20,0.5,7,1,10.0,0.1,1.0,1e-05
956,20,0.5,7,1,10.0,0.1,1.0,0.001
957,20,0.5,7,1,10.0,0.1,1.0,0.1
958,20,0.5,7,1,10.0,0.1,1.0,1.0
959,20,0.5,7,1,10.0,0.1,1.0,10.0
960,20,0.5,7,1,10.0,0.1,1.0,1000.0
961,20,0.5,7,1,10.0,0.1,10.0,1e-05
962,20,0.5,7,1,10.0,0.1,10.0,0.001
963,20,0.5,7,1,10.0,0.1,10.0,0.1
964,20,0.5,7,1,10.0,0.1,10.0,1.0
965,20,0.5,7,1,10.0,0.1,10.0,10.0
966,20,0.5,7,1,10.0,0.1,10.0,1000.0
967,20,0.5,7,1,10.0,0.1,1000.0,1e-05
968,20,0.5,7,1,10.0,0.1,1000.0,0.001
969,20,0.5,7,1,10.0,0.1,1000.0,0.1
970,20,0.5,7,1,10.0,0.1,1000.0,1.0
971,20,0.5,7,1,10.0,0.1,1000.0,10.0
972,20,0.5,7,1,10.0,0.1,1000.0,1000.0
973,20,0.5,7,1,10.0,1.0,1e-05,1e-05
974,20,0.5,7,1,10.0,1.0,1e-05,0.001
975,20,0.5,7,1,10.0,1.0,1e-05,0.1
976,20,0.5,7,1,10.0,1.0,1e-05,1.0
977,20,0.5,7,1,10.0,1.0,1e-05,10.0
978,20,0.5,7,1,10.0,1.0,1e-05,1000.0
979,20,0.5,7,1,10.0,1.0,0.001,1e-05
980,20,0.5,7,1,10.0,1.0,0.001,0.001
981,20,0.5,7,1,10.0,1.0,0.001,0.1
982,20,0.5,7,1,10.0,1.0,0.001,1.0
983,20,0.5,7,1,10.0,1.0,0.001,10.0
984,20,0.5,7,1,10.0,1.0,0.001,1000.0
985,20,0.5,7,1,10.0,1.0,0.1,1e-05
986,20,0.5,7,1,10.0,1.0,0.1,0.001
987,20,0.5,7,1,10.0,1.0,0.1,0.1
988,20,0.5,7,1,10.0,1.0,0.1,1.0
989,20,0.5,7,1,10.0,1.0,0.1,10.0
990,20,0.5,7,1,10.0,1.0,0.1,1000.0
991,20,0.5,7,1,10.0,1.0,1.0,1e-05
992,20,0.5,7,1,10.0,1.0,1.0,0.001
993,20,0.5,7,1,10.0,1.0,1.0,0.1
994,20,0.5,7,1,10.0,1.0,1.0,1.0
995,20,0.5,7,1,10.0,1.0,1.0,10.0
996,20,0.5,7,1,10.0,1.0,1.0,1000.0
997,20,0.5,7,1,10.0,1.0,10.0,1e-05
998,20,0.5,7,1,10.0,1.0,10.0,0.001
999,20,0.5,7,1,10.0,1.0,10.0,0.1
1000,20,0.5,7,1,10.0,1.0,10.0,1.0
1001,20,0.5,7,1,10.0,1.0,10.0,10.0
1002,20,0.5,7,1,10.0,1.0,10.0,1000.0
1003,20,0.5,7,1,10.0,1.0,1000.0,1e-05
1004,20,0.5,7,1,10.0,1.0,1000.0,0.001
1005,20,0.5,7,1,10.0,1.0,1000.0,0.1
1006,20,0.5,7,1,10.0,1.0,1000.0,1.0
1007,20,0.5,7,1,10.0,1.0,1000.0,10.0
1008,20,0.5,7,1,10.0,1.0,1000.0,1000.0
1009,20,0.5,7,1,10.0,10.0,1e-05,1e-05
1010,20,0.5,7,1,10.0,10.0,1e-05,0.001
1011,20,0.5,7,1,10.0,10.0,1e-05,0.1
1012,20,0.5,7,1,10.0,10.0,1e-05,1.0
1013,20,0.5,7,1,10.0,10.0,1e-05,10.0
1014,20,0.5,7,1,10.0,10.0,1e-05,1000.0
1015,20,0.5,7,1,10.0,10.0,0.001,1e-05
1016,20,0.5,7,1,10.0,10.0,0.001,0.001
1017,20,0.5,7,1,10.0,10.0,0.001,0.1
1018,20,0.5,7,1,10.0,10.0,0.001,1.0
1019,20,0.5,7,1,10.0,10.0,0.001,10.0
1020,20,0.5,7,1,10.0,10.0,0.001,1000.0
1021,20,0.5,7,1,10.0,10.0,0.1,1e-05
1022,20,0.5,7,1,10.0,10.0,0.1,0.001
1023,20,0.5,7,1,10.0,10.0,0.1,0.1
1024,20,0.5,7,1,10.0,10.0,0.1,1.0
1025,20,0.5,7,1,10.0,10.0,0.1,10.0
1026,20,0.5,7,1,10.0,10.0,0.1,1000.0
1027,20,0.5,7,1,10.0,10.0,1.0,1e-05
1028,20,0.5,7,1,10.0,10.0,1.0,0.001
1029,20,0.5,7,1,10.0,10.0,1.0,0.1
1030,20,0.5,7,1,10.0,10.0,1.0,1.0
1031,20,0.5,7,1,10.0,10.0,1.0,10.0
1032,20,0.5,7,1,10.0,10.0,1.0,1000.0
1033,20,0.5,7,1,10.0,10.0,10.0,1e-05
1034,20,0.5,7,1,10.0,10.0,10.0,0.001
1035,20,0.5,7,1,10.0,10.0,10.0,0.1
1036,20,0.5,7,1,10.0,10.0,10.0,1.0
1037,20,0.5,7,1,10.0,10.0,10.0,10.0
1038,20,0.5,7,1,10.0,10.0,10.0,1000.0
1039,20,0.5,7,1,10.0,10.0,1000.0,1e-05
1040,20,0.5,7,1,10.0,10.0,1000.0,0.001
1041,20,0.5,7,1,10.0,10.0,1000.0,0.1
1042,20,0.5,7,1,10.0,10.0,1000.0,1.0
1043,20,0.5,7,1,10.0,10.0,1000.0,10.0
1044,20,0.5,7,1,10.0,10.0,1000.0,1000.0
1045,20,0.5,7,1,10.0,1000.0,1e-05,1e-05
1046,20,0.5,7,1,10.0,1000.0,1e-05,0.001
1047,20,0.5,7,1,10.0,1000.0,1e-05,0.1
1048,20,0.5,7,1,10.0,1000.0,1e-05,1.0
1049,20,0.5,7,1,10.0,1000.0,1e-05,10.0
1050,20,0.5,7,1,10.0,1000.0,1e-05,1000.0
1051,20,0.5,7,1,10.0,1000.0,0.001,1e-05
1052,20,0.5,7,1,10.0,1000.0,0.001,0.001
1053,20,0.5,7,1,10.0,1000.0,0.001,0.1
1054,20,0.5,7,1,10.0,1000.0,0.001,1.0
1055,20,0.5,7,1,10.0,1000.0,0.001,10.0
1056,20,0.5,7,1,10.0,1000.0,0.001,1000.0
1057,20,0.5,7,1,10.0,1000.0,0.1,1e-05
1058,20,0.5,7,1,10.0,1000.0,0.1,0.001
1059,20,0.5,7,1,10.0,1000.0,0.1,0.1
1060,20,0.5,7,1,10.0,1000.0,0.1,1.0
1061,20,0.5,7,1,10.0,1000.0,0.1,10.0
1062,20,0.5,7,1,10.0,1000.0,0.1,1000.0
1063,20,0.5,7,1,10.0,1000.0,1.0,1e-05
1064,20,0.5,7,1,10.0,1000.0,1.0,0.001
1065,20,0.5,7,1,10.0,1000.0,1.0,0.1
1066,20,0.5,7,1,10.0,1000.0,1.0,1.0
1067,20,0.5,7,1,10.0,1000.0,1.0,10.0
1068,20,0.5,7,1,10.0,1000.0,1.0,1000.0
1069,20,0.5,7,1,10.0,1000.0,10.0,1e-05
1070,20,0.5,7,1,10.0,1000.0,10.0,0.001
1071,20,0.5,7,1,10.0,1000.0,10.0,0.1
1072,20,0.5,7,1,10.0,1000.0,10.0,1.0
1073,20,0.5,7,1,10.0,1000.0,10.0,10.0
1074,20,0.5,7,1,10.0,1000.0,10.0,1000.0
1075,20,0.5,7,1,10.0,1000.0,1000.0,1e-05
1076,20,0.5,7,1,10.0,1000.0,1000.0,0.001
1077,20,0.5,7,1,10.0,1000.0,1000.0,0.1
1078,20,0.5,7,1,10.0,1000.0,1000.0,1.0
1079,20,0.5,7,1,10.0,1000.0,1000.0,10.0
1080,20,0.5,7,1,10.0,1000.0,1000.0,1000.0
1081,20,0.5,7,1,1000.0,1e-05,1e-05,1e-05
1082,20,0.5,7,1,1000.0,1e-05,1e-05,0.001
1083,20,0.5,7,1,1000.0,1e-05,1e-05,0.1
1084,20,0.5,7,1,1000.0,1e-05,1e-05,1.0
1085,20,0.5,7,1,1000.0,1e-05,1e-05,10.0
1086,20,0.5,7,1,1000.0,1e-05,1e-05,1000.0
1087,20,0.5,7,1,1000.0,1e-05,0.001,1e-05
1088,20,0.5,7,1,1000.0,1e-05,0.001,0.001
1089,20,0.5,7,1,1000.0,1e-05,0.001,0.1
1090,20,0.5,7,1,1000.0,1e-05,0.001,1.0
1091,20,0.5,7,1,1000.0,1e-05,0.001,10.0
1092,20,0.5,7,1,1000.0,1e-05,0.001,1000.0
1093,20,0.5,7,1,1000.0,1e-05,0.1,1e-05
1094,20,0.5,7,1,1000.0,1e-05,0.1,0.001
1095,20,0.5,7,1,1000.0,1e-05,0.1,0.1
1096,20,0.5,7,1,1000.0,1e-05,0.1,1.0
1097,20,0.5,7,1,1000.0,1e-05,0.1,10.0
1098,20,0.5,7,1,1000.0,1e-05,0.1,1000.0
1099,20,0.5,7,1,1000.0,1e-05,1.0,1e-05
1100,20,0.5,7,1,1000.0,1e-05,1.0,0.001
1101,20,0.5,7,1,1000.0,1e-05,1.0,0.1
1102,20,0.5,7,1,1000.0,1e-05,1.0,1.0
1103,20,0.5,7,1,1000.0,1e-05,1.0,10.0
1104,20,0.5,7,1,1000.0,1e-05,1.0,1000.0
1105,20,0.5,7,1,1000.0,1e-05,10.0,1e-05
1106,20,0.5,7,1,1000.0,1e-05,10.0,0.001
1107,20,0.5,7,1,1000.0,1e-05,10.0,0.1
1108,20,0.5,7,1,1000.0,1e-05,10.0,1.0
1109,20,0.5,7,1,1000.0,1e-05,10.0,10.0
1110,20,0.5,7,1,1000.0,1e-05,10.0,1000.0
1111,20,0.5,7,1,1000.0,1e-05,1000.0,1e-05
1112,20,0.5,7,1,1000.0,1e-05,1000.0,0.001
1113,20,0.5,7,1,1000.0,1e-05,1000.0,0.1
1114,20,0.5,7,1,1000.0,1e-05,1000.0,1.0
1115,20,0.5,7,1,1000.0,1e-05,1000.0,10.0
1116,20,0.5,7,1,1000.0,1e-05,1000.0,1000.0
1117,20,0.5,7,1,1000.0,0.001,1e-05,1e-05
1118,20,0.5,7,1,1000.0,0.001,1e-05,0.001
1119,20,0.5,7,1,1000.0,0.001,1e-05,0.1
1120,20,0.5,7,1,1000.0,0.001,1e-05,1.0
1121,20,0.5,7,1,1000.0,0.001,1e-05,10.0
1122,20,0.5,7,1,1000.0,0.001,1e-05,1000.0
1123,20,0.5,7,1,1000.0,0.001,0.001,1e-05
1124,20,0.5,7,1,1000.0,0.001,0.001,0.001
1125,20,0.5,7,1,1000.0,0.001,0.001,0.1
1126,20,0.5,7,1,1000.0,0.001,0.001,1.0
1127,20,0.5,7,1,1000.0,0.001,0.001,10.0
1128,20,0.5,7,1,1000.0,0.001,0.001,1000.0
1129,20,0.5,7,1,1000.0,0.001,0.1,1e-05
1130,20,0.5,7,1,1000.0,0.001,0.1,0.001
1131,20,0.5,7,1,1000.0,0.001,0.1,0.1
1132,20,0.5,7,1,1000.0,0.001,0.1,1.0
1133,20,0.5,7,1,1000.0,0.001,0.1,10.0
1134,20,0.5,7,1,1000.0,0.001,0.1,1000.0
1135,20,0.5,7,1,1000.0,0.001,1.0,1e-05
1136,20,0.5,7,1,1000.0,0.001,1.0,0.001
1137,20,0.5,7,1,1000.0,0.001,1.0,0.1
1138,20,0.5,7,1,1000.0,0.001,1.0,1.0
1139,20,0.5,7,1,1000.0,0.001,1.0,10.0
1140,20,0.5,7,1,1000.0,0.001,1.0,1000.0
1141,20,0.5,7,1,1000.0,0.001,10.0,1e-05
1142,20,0.5,7,1,1000.0,0.001,10.0,0.001
1143,20,0.5,7,1,1000.0,0.001,10.0,0.1
1144,20,0.5,7,1,1000.0,0.001,10.0,1.0
1145,20,0.5,7,1,1000.0,0.001,10.0,10.0
1146,20,0.5,7,1,1000.0,0.001,10.0,1000.0
1147,20,0.5,7,1,1000.0,0.001,1000.0,1e-05
1148,20,0.5,7,1,1000.0,0.001,1000.0,0.001
1149,20,0.5,7,1,1000.0,0.001,1000.0,0.1
1150,20,0.5,7,1,1000.0,0.001,1000.0,1.0
1151,20,0.5,7,1,1000.0,0.001,1000.0,10.0
1152,20,0.5,7,1,1000.0,0.001,1000.0,1000.0
1153,20,0.5,7,1,1000.0,0.1,1e-05,1e-05
1154,20,0.5,7,1,1000.0,0.1,1e-05,0.001
1155,20,0.5,7,1,1000.0,0.1,1e-05,0.1
1156,20,0.5,7,1,1000.0,0.1,1e-05,1.0
1157,20,0.5,7,1,1000.0,0.1,1e-05,10.0
1158,20,0.5,7,1,1000.0,0.1,1e-05,1000.0
1159,20,0.5,7,1,1000.0,0.1,0.001,1e-05
1160,20,0.5,7,1,1000.0,0.1,0.001,0.001
1161,20,0.5,7,1,1000.0,0.1,0.001,0.1
1162,20,0.5,7,1,1000.0,0.1,0.001,1.0
1163,20,0.5,7,1,1000.0,0.1,0.001,10.0
1164,20,0.5,7,1,1000.0,0.1,0.001,1000.0
1165,20,0.5,7,1,1000.0,0.1,0.1,1e-05
1166,20,0.5,7,1,1000.0,0.1,0.1,0.001
1167,20,0.5,7,1,1000.0,0.1,0.1,0.1
1168,20,0.5,7,1,1000.0,0.1,0.1,1.0
1169,20,0.5,7,1,1000.0,0.1,0.1,10.0
1170,20,0.5,7,1,1000.0,0.1,0.1,1000.0
1171,20,0.5,7,1,1000.0,0.1,1.0,1e-05
1172,20,0.5,7,1,1000.0,0.1,1.0,0.001
1173,20,0.5,7,1,1000.0,0.1,1.0,0.1
1174,20,0.5,7,1,1000.0,0.1,1.0,1.0
1175,20,0.5,7,1,1000.0,0.1,1.0,10.0
1176,20,0.5,7,1,1000.0,0.1,1.0,1000.0
1177,20,0.5,7,1,1000.0,0.1,10.0,1e-05
1178,20,0.5,7,1,1000.0,0.1,10.0,0.001
1179,20,0.5,7,1,1000.0,0.1,10.0,0.1
1180,20,0.5,7,1,1000.0,0.1,10.0,1.0
1181,20,0.5,7,1,1000.0,0.1,10.0,10.0
1182,20,0.5,7,1,1000.0,0.1,10.0,1000.0
1183,20,0.5,7,1,1000.0,0.1,1000.0,1e-05
1184,20,0.5,7,1,1000.0,0.1,1000.0,0.001
1185,20,0.5,7,1,1000.0,0.1,1000.0,0.1
1186,20,0.5,7,1,1000.0,0.1,1000.0,1.0
1187,20,0.5,7,1,1000.0,0.1,1000.0,10.0
1188,20,0.5,7,1,1000.0,0.1,1000.0,1000.0
1189,20,0.5,7,1,1000.0,1.0,1e-05,1e-05
1190,20,0.5,7,1,1000.0,1.0,1e-05,0.001
1191,20,0.5,7,1,1000.0,1.0,1e-05,0.1
1192,20,0.5,7,1,1000.0,1.0,1e-05,1.0
1193,20,0.5,7,1,1000.0,1.0,1e-05,10.0
1194,20,0.5,7,1,1000.0,1.0,1e-05,1000.0
1195,20,0.5,7,1,1000.0,1.0,0.001,1e-05
1196,20,0.5,7,1,1000.0,1.0,0.001,0.001
1197,20,0.5,7,1,1000.0,1.0,0.001,0.1
1198,20,0.5,7,1,1000.0,1.0,0.001,1.0
1199,20,0.5,7,1,1000.0,1.0,0.001,10.0
1200,20,0.5,7,1,1000.0,1.0,0.001,1000.0
1201,20,0.5,7,1,1000.0,1.0,0.1,1e-05
1202,20,0.5,7,1,1000.0,1.0,0.1,0.001
1203,20,0.5,7,1,1000.0,1.0,0.1,0.1
1204,20,0.5,7,1,1000.0,1.0,0.1,1.0
1205,20,0.5,7,1,1000.0,1.0,0.1,10.0
1206,20,0.5,7,1,1000.0,1.0,0.1,1000.0
1207,20,0.5,7,1,1000.0,1.0,1.0,1e-05
1208,20,0.5,7,1,1000.0,1.0,1.0,0.001
1209,20,0.5,7,1,1000.0,1.0,1.0,0.1
1210,20,0.5,7,1,1000.0,1.0,1.0,1.0
1211,20,0.5,7,1,1000.0,1.0,1.0,10.0
1212,20,0.5,7,1,1000.0,1.0,1.0,1000.0
1213,20,0.5,7,1,1000.0,1.0,10.0,1e-05
1214,20,0.5,7,1,1000.0,1.0,10.0,0.001
1215,20,0.5,7,1,1000.0,1.0,10.0,0.1
1216,20,0.5,7,1,1000.0,1.0,10.0,1.0
1217,20,0.5,7,1,1000.0,1.0,10.0,10.0
1218,20,0.5,7,1,1000.0,1.0,10.0,1000.0
1219,20,0.5,7,1,1000.0,1.0,1000.0,1e-05
1220,20,0.5,7,1,1000.0,1.0,1000.0,0.001
1221,20,0.5,7,1,1000.0,1.0,1000.0,0.1
1222,20,0.5,7,1,1000.0,1.0,1000.0,1.0
1223,20,0.5,7,1,1000.0,1.0,1000.0,10.0
1224,20,0.5,7,1,1000.0,1.0,1000.0,1000.0
1225,20,0.5,7,1,1000.0,10.0,1e-05,1e-05
1226,20,0.5,7,1,1000.0,10.0,1e-05,0.001
1227,20,0.5,7,1,1000.0,10.0,1e-05,0.1
1228,20,0.5,7,1,1000.0,10.0,1e-05,1.0
1229,20,0.5,7,1,1000.0,10.0,1e-05,10.0
1230,20,0.5,7,1,1000.0,10.0,1e-05,1000.0
1231,20,0.5,7,1,1000.0,10.0,0.001,1e-05
1232,20,0.5,7,1,1000.0,10.0,0.001,0.001
1233,20,0.5,7,1,1000.0,10.0,0.001,0.1
1234,20,0.5,7,1,1000.0,10.0,0.001,1.0
1235,20,0.5,7,1,1000.0,10.0,0.001,10.0
1236,20,0.5,7,1,1000.0,10.0,0.001,1000.0
1237,20,0.5,7,1,1000.0,10.0,0.1,1e-05
1238,20,0.5,7,1,1000.0,10.0,0.1,0.001
1239,20,0.5,7,1,1000.0,10.0,0.1,0.1
1240,20,0.5,7,1,1000.0,10.0,0.1,1.0
1241,20,0.5,7,1,1000.0,10.0,0.1,10.0
1242,20,0.5,7,1,1000.0,10.0,0.1,1000.0
1243,20,0.5,7,1,1000.0,10.0,1.0,1e-05
1244,20,0.5,7,1,1000.0,10.0,1.0,0.001
1245,20,0.5,7,1,1000.0,10.0,1.0,0.1
1246,20,0.5,7,1,1000.0,10.0,1.0,1.0
1247,20,0.5,7,1,1000.0,10.0,1.0,10.0
1248,20,0.5,7,1,1000.0,10.0,1.0,1000.0
1249,20,0.5,7,1,1000.0,10.0,10.0,1e-05
1250,20,0.5,7,1,1000.0,10.0,10.0,0.001
1251,20,0.5,7,1,1000.0,10.0,10.0,0.1
1252,20,0.5,7,1,1000.0,10.0,10.0,1.0
1253,20,0.5,7,1,1000.0,10.0,10.0,10.0
1254,20,0.5,7,1,1000.0,10.0,10.0,1000.0
1255,20,0.5,7,1,1000.0,10.0,1000.0,1e-05
1256,20,0.5,7,1,1000.0,10.0,1000.0,0.001
1257,20,0.5,7,1,1000.0,10.0,1000.0,0.1
1258,20,0.5,7,1,1000.0,10.0,1000.0,1.0
1259,20,0.5,7,1,1000.0,10.0,1000.0,10.0
1260,20,0.5,7,1,1000.0,10.0,1000.0,1000.0
1261,20,0.5,7,1,1000.0,1000.0,1e-05,1e-05
1262,20,0.5,7,1,1000.0,1000.0,1e-05,0.001
1263,20,0.5,7,1,1000.0,1000.0,1e-05,0.1
1264,20,0.5,7,1,1000.0,1000.0,1e-05,1.0
1265,20,0.5,7,1,1000.0,1000.0,1e-05,10.0
1266,20,0.5,7,1,1000.0,1000.0,1e-05,1000.0
1267,20,0.5,7,1,1000.0,1000.0,0.001,1e-05
1268,20,0.5,7,1,1000.0,1000.0,0.001,0.001
1269,20,0.5,7,1,1000.0,1000.0,0.001,0.1
1270,20,0.5,7,1,1000.0,1000.0,0.001,1.0
1271,20,0.5,7,1,1000.0,1000.0,0.001,10.0
1272,20,0.5,7,1,1000.0,1000.0,0.001,1000.0
1273,20,0.5,7,1,1000.0,1000.0,0.1,1e-05
1274,20,0.5,7,1,1000.0,1000.0,0.1,0.001
1275,20,0.5,7,1,1000.0,1000.0,0.1,0.1
1276,20,0.5,7,1,1000.0,1000.0,0.1,1.0
1277,20,0.5,7,1,1000.0,1000.0,0.1,10.0
1278,20,0.5,7,1,1000.0,1000.0,0.1,1000.0
1279,20,0.5,7,1,1000.0,1000.0,1.0,1e-05
1280,20,0.5,7,1,1000.0,1000.0,1.0,0.001
1281,20,0.5,7,1,1000.0,1000.0,1.0,0.1
1282,20,0.5,7,1,1000.0,1000.0,1.0,1.0
1283,20,0.5,7,1,1000.0,1000.0,1.0,10.0
1284,20,0.5,7,1,1000.0,1000.0,1.0,1000.0
1285,20,0.5,7,1,1000.0,1000.0,10.0,1e-05
1286,20,0.5,7,1,1000.0,1000.0,10.0,0.001
1287,20,0.5,7,1,1000.0,1000.0,10.0,0.1
1288,20,0.5,7,1,1000.0,1000.0,10.0,1.0
1289,20,0.5,7,1,1000.0,1000.0,10.0,10.0
1290,20,0.5,7,1,1000.0,1000.0,10.0,1000.0
1291,20,0.5,7,1,1000.0,1000.0,1000.0,1e-05
1292,20,0.5,7,1,1000.0,1000.0,1000.0,0.001
1293,20,0.5,7,1,1000.0,1000.0,1000.0,0.1
1294,20,0.5,7,1,1000.0,1000.0,1000.0,1.0
1295,20,0.5,7,1,1000.0,1000.0,1000.0,10.0
1296,20,0.5,7,1,1000.0,1000.0,1000.0,1000.0
